RACEDATE,PLACE,RACE,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,WEIGHT1,WEIGHT2,WEIGHT3,WEIGHT4,WEIGHT5,WEIGHT6,ST_AVG1,ST_AVG2,ST_AVG3,ST_AVG4,ST_AVG5,ST_AVG6,CLASS1,CLASS2,CLASS3,CLASS4,CLASS5,CLASS6,L1,L2,L3,L4,L5,L6,F1,F2,F3,F4,F5,F6,WIN1RATE1,WIN1RATE2,WIN1RATE3,WIN1RATE4,WIN1RATE5,WIN1RATE6,WIN2RATE1,WIN2RATE2,WIN2RATE3,WIN2RATE4,WIN2RATE5,WIN2RATE6,LOCALWIN1RATE1,LOCALWIN1RATE2,LOCALWIN1RATE3,LOCALWIN1RATE4,LOCALWIN1RATE5,LOCALWIN1RATE6,LOCALWIN2RATE1,LOCALWIN2RATE2,LOCALWIN2RATE3,LOCALWIN2RATE4,LOCALWIN2RATE5,LOCALWIN2RATE6,MOTORWIN2RATE1,MOTORWIN2RATE2,MOTORWIN2RATE3,MOTORWIN2RATE4,MOTORWIN2RATE5,MOTORWIN2RATE6,MOTORWIN3RATE1,MOTORWIN3RATE2,MOTORWIN3RATE3,MOTORWIN3RATE4,MOTORWIN3RATE5,MOTORWIN3RATE6,BOATWIN2RATE1,BOATWIN2RATE2,BOATWIN2RATE3,BOATWIN2RATE4,BOATWIN2RATE5,BOATWIN2RATE6,BOATWIN3RATE1,BOATWIN3RATE2,BOATWIN3RATE3,BOATWIN3RATE4,BOATWIN3RATE5,BOATWIN3RATE6,TAN,TANK,RENTAN2,RENTAN2K,RENTAN3,RENTAN3K
2025-04-30,唐津,7,49,37,63,26,23,42,52,53.5,54.5,52.1,51.5,54.1,0.16,0.14,0.17,0.14,0.33,0.17,1,3,1,3,2,1,0,0,0,0,0,0,1,0,1,1,0,1,4.84,7.31,3.72,7.68,1.38,4.91,21.43,52.94,13.92,58.59,1.64,28.89,5.46,8.3,4.18,7.25,1,4,36.54,72.45,15.63,58.82,0,13.64,25.63,35.62,29.61,37.01,35.23,39.87,46.88,49.32,43.42,53.9,55.11,52.53,33.33,11.43,32.56,48.78,23.68,11.11,51.85,20,55.81,60.98,39.47,25.93,4,440,4>5,9270,4>5>6,62470
2025-04-30,唐津,8,49,59,50,37,20,55,52,52.9,52.4,52,54.1,52.3,0.15,0.17,0.15,0.11,0.33,0.18,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,5.31,4.1,5.4,7.83,1.16,4.46,33.01,26.47,38.21,54.68,0,18.99,5.72,3.93,5.7,7.76,1.18,4,35.37,18.52,45.45,64.19,0,16.44,29.63,28.57,28.57,31.4,47.37,31.06,51.85,46.75,48.3,49.42,63.82,50.93,36.67,28.95,30.77,33.33,12,17.14,53.33,47.37,46.15,50,28,42.86,1,240,1>4,370,1>4>3,770
2025-04-30,唐津,9,45,48,50,32,27,43,52,52,51,52,52.1,52.1,0.15,0.15,0.13,0.15,0.13,0.18,1,1,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.67,4.11,7.32,5.81,5.28,5.2,26.02,21.11,59.35,41.59,30.11,36.47,5.02,4.38,7.89,5.96,4.97,5.22,32.11,24.06,69.47,40,24.42,35.35,35.12,41.71,30.43,37.04,36.42,36.31,51.19,55.43,49.07,53.09,50.29,53.5,56.41,52.94,40,28.95,58.33,35.14,76.92,82.35,54.29,42.11,77.78,51.35,3,240,3>1,390,3>1>4,780
2025-04-30,唐津,10,26,40,56,39,21,32,52.7,51.5,52.2,52,49.5,50,0.17,0.12,0.17,0.16,0.17,0.14,1,3,1,4,1,4,0,0,0,0,0,0,0,0,0,1,0,0,4.16,7.41,5.13,6.2,3.9,6.53,22.43,49,32.94,46.62,16,45.69,3.8,8.48,5.8,5.64,2.76,5.94,17.39,77.23,42,41.44,5.63,36.23,37.34,37.42,37.33,47.62,37.72,36.36,54.43,49.68,54.67,60.54,54.49,55.3,14.71,32,40.48,45.83,18.42,18.42,29.41,52,45.24,50,36.84,50,2,120,2>3,600,2>3>1,3120
2025-04-30,唐津,11,23,44,44,40,36,29,52.8,52,51.5,52.8,52.9,52,0.13,0.14,0.33,0.14,0.15,0.16,3,3,2,1,4,1,0,0,0,0,0,0,1,0,0,1,0,1,7.2,6.57,4.74,5.43,6.09,4.34,45.08,50.82,22,39.58,48.45,24.56,7.19,6.37,5.15,5.25,5.94,4.15,58.26,50.41,34.67,32.14,40,21.53,44.76,44.97,25.79,30.18,38.93,38.04,65.73,61.54,47.8,45.56,55.03,57.67,32.35,40.54,20,40.74,32.43,43.59,55.88,48.65,32,62.96,59.46,64.1,1,110,1>5,930,1>5>3,4780
2025-04-30,唐津,12,26,38,35,47,24,40,52.1,54.9,52,52,51,51.5,0.14,0.12,0.15,0.14,0.16,0.15,3,3,3,4,3,4,0,0,0,0,0,0,1,0,0,0,0,1,7.68,7.19,6.4,5.91,6.79,6.03,58.59,45.97,46.04,38.79,47.97,41.1,7.25,7.74,6.84,5.91,7.01,6.53,58.82,61.8,51.79,40.46,51.58,47.29,37.01,38.41,23.03,29.8,36.75,41.82,53.9,59.15,37.5,51.66,51.81,58.79,48.78,55.56,20,27.03,28.95,31.03,60.98,66.67,42.5,45.95,52.63,65.52,1,130,1>2,250,1>2>3,510
2025-04-30,多摩川,1,51,36,38,40,33,24,55.1,55.8,51,47.8,51,53.6,0.16,0.19,0.19,0.15,0.16,0.2,1,1,1,4,1,2,0,0,0,0,1,0,0,0,1,0,0,0,5.1,3.71,4.4,5.79,4.69,1.93,30.69,12.07,18.67,30.51,26,0,5.34,1.75,3.22,6.88,4.67,1.36,34.29,0,5.56,51.72,27.78,0,54.55,44.44,45.45,35,44.44,65,63.64,77.78,45.45,55,66.67,85,20,42.11,25,20,33.33,26.32,70,42.11,37.5,40,55.56,47.37,1,140,1>3,470,1>3>4,1580
2025-04-30,多摩川,2,57,44,43,22,22,30,53.8,46,52,53.1,52,52,0.15,0.19,0.17,0.17,0.16,0.15,1,4,1,1,1,3,0,0,0,0,0,0,0,0,0,1,1,0,5.75,6.13,5.05,4.04,5.23,7.15,42.42,37.38,29.9,18.45,38.71,51.67,6.58,5.43,4.92,2.88,4.48,6.66,47.37,30,32.43,10.42,27.27,46.43,80,50,25,22.22,63.16,22.22,90,50,50,44.44,68.42,33.33,80,41.18,50,42.86,22.22,22.22,90,64.71,75,42.86,44.44,55.56,5,1100,5>1,4390,5>1>4,67740
2025-04-30,多摩川,3,34,31,33,46,46,39,52,47,52.5,51,52,52,0.15,0.1,0.17,0.18,0.17,0.14,1,2,1,1,4,3,0,0,0,0,0,0,0,1,1,0,0,0,6.41,6.03,4.98,4.56,4.96,6.65,47.62,51.39,31.67,26.32,27.54,45.95,6.13,6.81,5.96,4.55,5.68,6.82,46.88,61.54,44,19.05,39.02,51.67,20,61.11,23.53,72.22,40,33.33,30,66.67,52.94,88.89,70,55.56,60,50,25,42.11,44.44,46.15,80,62.5,37.5,47.37,66.67,69.23,2,320,2>5,2710,2>5>6,6510
2025-04-30,多摩川,4,31,53,35,42,38,27,52.9,52.1,52.1,52,52,51.5,0.16,0.18,0.16,0.1,0.17,0.14,1,1,3,3,1,3,0,0,0,0,0,0,1,0,0,1,0,0,5.47,4.41,6.67,6.81,4.64,6.86,36.72,23.64,48.41,53.47,22.22,52.94,4.65,3.25,6.9,7.77,4.63,7.23,24.24,10.91,56,62.5,28.13,57.89,21.05,44.44,27.27,30,63.64,60,42.11,55.56,63.64,30,81.82,80,66.67,26.32,47.06,33.33,18.75,50,72.22,52.63,58.82,66.67,37.5,75,1,220,1>3,620,1>3>4,1640
2025-04-30,多摩川,5,23,37,36,57,38,43,52.1,52.9,52,55,52.3,53.3,0.16,0.16,0.13,0.18,0.17,0.14,3,1,4,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,5.85,5.39,5.14,4.47,4.53,7.04,42.48,33.63,35.85,17.65,21.88,47.83,6.03,5.96,5.4,4.88,3.89,6.83,44.93,42.31,30,26.83,11.11,48.62,30,44.44,37.5,37.5,37.5,16.67,50,77.78,50,37.5,37.5,27.78,22.22,44.44,30,20,27.78,66.67,27.78,50,50,40,50,83.33,3,840,3>1,1750,3>1>6,3810
2025-04-30,多摩川,6,35,33,34,37,30,51,52.3,50.5,52.8,51.5,52.1,53.6,0.15,0.16,0.18,0.12,0.15,0.13,4,1,1,1,1,4,0,1,0,0,0,0,1,0,0,1,0,1,5.23,4.69,5.03,5.52,5.64,6.72,25.71,26,30.68,34.83,38.24,45.69,5.84,4.67,4.24,5.86,5.21,7.32,31.58,27.78,17.24,42.42,36.07,50.72,31.58,44.44,25,22.22,77.78,55.56,47.37,66.67,37.5,44.44,83.33,61.11,63.64,33.33,37.5,46.67,36.84,55.56,72.73,55.56,37.5,66.67,52.63,77.78,1,130,1>5,770,1>5>4,7220
2025-04-30,多摩川,7,43,29,35,33,35,23,52,52.3,47,52.5,46.5,52.5,0.17,0.18,0.16,0.17,0.15,0.16,1,1,4,1,4,1,0,0,0,0,0,0,0,0,0,1,0,2,5.05,5.26,5.78,4.98,5.36,2.34,29.9,37.07,40.87,31.67,34.4,6.33,4.92,4.72,4.54,5.96,5.96,1.34,32.43,27.78,24.07,44,39.13,0,25,25,50,23.53,47.06,44.44,50,37.5,50,52.94,64.71,61.11,50,33.33,20,25,22.22,30,75,50,30,37.5,33.33,30,1,110,1>2,280,1>2>4,1050
2025-04-30,多摩川,8,44,46,52,57,36,32,52,51,52.2,53.8,55.8,52,0.17,0.18,0.16,0.15,0.19,0.14,4,1,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5.63,4.56,6.44,5.75,3.71,6.83,31.2,26.32,46.79,42.42,12.07,52.03,5.74,4.55,6.19,6.58,1.75,6.68,38.24,19.05,53.19,47.37,0,44.44,33.33,72.22,38.89,80,44.44,42.86,66.67,88.89,50,90,77.78,42.86,16.67,42.11,70,80,42.11,77.78,33.33,47.37,70,90,42.11,77.78,1,160,1>3,370,1>3>2,1690
2025-04-30,多摩川,9,36,46,40,30,44,24,52,52,47.8,50.5,53.3,52,0.13,0.17,0.15,0.16,0.15,0.17,4,4,4,1,3,1,0,0,0,0,0,0,1,0,0,0,1,1,5.14,4.96,5.79,5.02,6.42,3.95,35.85,27.54,30.51,30.77,47.62,20.69,5.4,5.68,6.88,5.2,6.21,2.91,30,39.02,51.72,31.82,42.98,9.09,37.5,40,35,22.22,40,25,50,70,55,33.33,50,37.5,30,44.44,20,22.22,64.71,33.33,50,66.67,40,44.44,64.71,55.56,1,100,1>2,270,1>2>5,650
2025-04-30,多摩川,10,27,30,39,35,44,34,51.5,52,52,52.1,46,52,0.14,0.15,0.14,0.16,0.19,0.15,3,3,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6.86,7.15,6.65,6.67,6.13,6.41,52.94,51.67,45.95,48.41,37.38,47.62,7.23,6.66,6.82,6.9,5.43,6.13,57.89,46.43,51.67,56,30,46.88,60,22.22,33.33,27.27,50,20,80,33.33,55.56,63.64,50,30,50,22.22,46.15,47.06,41.18,60,75,55.56,69.23,58.82,64.71,80,1,110,1>4,540,1>4>6,5920
2025-04-30,多摩川,11,51,22,42,34,31,23,53.6,52,52,52.8,47,52.1,0.13,0.16,0.1,0.18,0.1,0.16,4,1,3,1,2,3,0,0,0,0,0,0,1,1,1,0,1,0,6.72,5.23,6.81,5.03,6.03,5.85,45.69,38.71,53.47,30.68,51.39,42.48,7.32,4.48,7.77,4.24,6.81,6.03,50.72,27.27,62.5,17.24,61.54,44.93,55.56,63.16,30,25,61.11,30,61.11,68.42,30,37.5,66.67,50,55.56,22.22,33.33,37.5,50,22.22,77.78,44.44,66.67,37.5,62.5,27.78,1,110,1>4,1410,1>4>2,4230
2025-04-30,多摩川,12,32,30,43,52,29,31,52,52.1,53.3,52.2,52.3,52.9,0.14,0.15,0.14,0.16,0.18,0.16,3,1,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6.83,5.64,7.04,6.44,5.26,5.47,52.03,38.24,47.83,46.79,37.07,36.72,6.68,5.21,6.83,6.19,4.72,4.65,44.44,36.07,48.62,53.19,27.78,24.24,42.86,77.78,16.67,38.89,25,21.05,42.86,83.33,27.78,50,37.5,42.11,77.78,36.84,66.67,70,33.33,66.67,77.78,52.63,83.33,70,50,72.22,1,110,1>3,250,1>3>5,1840
2025-04-30,大村,1,39,60,29,45,43,46,58.6,52,52.8,52,52.1,52.3,0.16,0.14,0.15,0.21,0.17,0.2,1,4,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3.55,6.69,5.54,3.91,3.81,4.38,13.64,52.38,34.15,19.32,12.12,18,4.31,6.13,5.02,5.45,3.99,4.92,15.38,47.37,29.92,45,16.26,28.26,44.44,31.79,28.95,41.79,32.47,33.68,63.64,42.05,39.47,59.2,45.36,48.42,34.18,37.31,27.18,27.04,30.57,27.84,54.59,57.51,45.64,44.39,52.33,47.42,3,520,3>5,3680,3>5>4,21550
2025-04-30,大村,2,38,57,27,34,50,48,52.2,52.6,53.1,50.7,54.2,52.4,0.16,0.17,0.14,0.14,0.16,0.16,4,1,4,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,5.62,5.18,5.48,5.27,5.03,4.7,39.32,32.08,35.19,38.27,34.38,26.09,5.97,5.41,5.99,5.61,4.94,5.17,43.59,29.51,43.75,39.29,35.63,29.32,46.19,32.81,41.75,37.04,34.69,30.73,61.42,48.96,55.67,51.85,42.35,51.04,31.09,32.14,32.64,44.27,34.02,36.6,48.19,46.94,45.6,60.94,55.67,50.52,1,140,1>2,470,1>2>6,7410
2025-04-30,大村,3,37,42,36,46,37,42,52,51.5,54.1,52,46.5,53.2,0.14,0.17,0.15,0.16,0.15,0.16,1,4,1,4,4,1,0,0,0,0,0,0,0,0,0,1,1,1,5.39,6.66,4.57,6.37,4.88,4.09,36.13,46.67,29.91,42.06,25.81,18.75,5.29,6.24,4.46,6.02,6.47,4.49,34.56,41.61,26.36,40.28,50.57,28.26,35.38,40.1,38.54,38.54,37.31,38.31,53.85,56.77,60.98,52.68,53.73,59.2,40.93,31.09,24.87,29.08,31.12,34.54,59.07,47.15,44.44,40.31,46.94,47.94,1,100,1>2,130,1>2>3,280
2025-04-30,大村,4,32,40,39,24,36,39,52.1,52.1,46.5,52.1,52.5,52.2,0.15,0.16,0.33,0.16,0.15,0.16,1,4,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5.32,4.94,3.79,2.92,6.25,5.07,35.16,31.01,21.05,6.56,43.43,29.03,6.09,6.05,3.9,2.76,6.57,5.05,45.64,45.61,10,8.7,50,30.1,23.53,31.96,33.5,37.63,32.83,36.13,38.5,46.91,51.27,54.64,50.51,55.5,29.9,27.53,30.93,34.38,27.98,35.38,45.88,42.7,50,52.6,50.78,52.82,3,3090,3>1,10740,3>1>2,33650
2025-04-30,大村,5,54,40,35,43,49,49,52,53.1,52.4,52,44.5,52,0.17,0.15,0.18,0.12,0.18,0.17,1,4,1,3,1,4,0,0,0,0,0,0,0,0,0,1,1,1,5.4,5.67,5.29,6.82,4.67,5.82,29.2,41.38,36.17,49.09,31.43,38.79,6.02,5.8,5.38,7.01,5.51,6.38,39.02,40.6,34.48,55.35,38.03,47.86,28.5,41.58,36,38.17,35.57,37.06,45.08,59.47,54.5,51.08,56.7,59.39,33.68,33.51,32.65,37.76,39.06,30,50.26,52.13,46.94,56.12,52.08,44.74,1,120,1>2,400,1>2>3,1330
2025-04-30,大村,6,57,25,39,32,20,37,52,52.3,58.6,52,52.2,52,0.14,0.15,0.16,0.12,0.16,0.13,4,1,1,3,2,4,0,0,0,0,0,0,1,0,1,0,0,0,5.58,4.44,3.55,6.32,1.39,5.75,33.96,26.92,13.64,44.23,0,38.02,5.43,5.36,4.31,7.13,1.32,5.96,33.33,35.71,15.38,57.8,0,45.07,32.99,28.42,44.44,33.85,34.72,35.03,48.22,50.53,63.64,55.73,54.92,52.28,38.07,30.77,34.18,29.02,29.1,36.65,52.28,46.15,54.59,44.04,43.39,54.97,4,140,4>1,460,4>1>6,860
2025-04-30,大村,7,27,43,60,37,40,20,53.1,52.1,52,52,51.5,47,0.14,0.17,0.14,0.14,0.2,0.18,4,1,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.48,3.81,6.69,5.39,4.31,2.71,35.19,12.12,52.38,36.13,23.42,8.82,5.99,3.99,6.13,5.29,4.37,2.38,43.75,16.26,47.37,34.56,24.05,9.43,41.75,32.47,31.79,35.38,33.5,40.2,55.67,45.36,42.05,53.85,46.7,55.88,32.64,30.57,37.31,40.93,23.47,31.28,45.6,52.33,57.51,59.07,38.27,49.23,1,140,1>3,270,1>3>5,1000
2025-04-30,大村,8,29,42,48,38,42,41,52.8,53.2,52.7,52.2,55.7,51.5,0.15,0.16,0.16,0.16,0.17,0.14,4,1,1,4,1,4,0,0,0,0,0,0,0,1,0,1,0,0,5.54,4.09,4.7,5.62,4.61,5.2,34.15,18.75,26.09,39.32,25,33.08,5.02,4.49,5.17,5.97,5.42,6.03,29.92,28.26,29.32,43.59,32.95,43.24,28.95,38.31,30.73,46.19,31.38,31.94,39.47,59.2,51.04,61.42,53.72,48.69,27.18,34.54,36.6,31.09,35.2,31.72,45.64,47.94,50.52,48.19,53.57,50.54,1,170,1>3,220,1>3>4,650
2025-04-30,大村,9,23,28,34,39,32,37,47,47.7,50.7,46.5,47.8,46.5,0.2,0.16,0.14,0.33,0.18,0.15,1,4,1,2,1,4,0,0,0,0,0,0,1,0,1,0,0,1,6.03,5.93,5.27,3.79,4.2,4.88,42.7,43.31,38.27,21.05,18.03,25.81,5.64,6.04,5.61,3.9,4.02,6.47,28.57,42.11,39.29,10,17.89,50.57,46.15,40.61,37.04,33.5,46.15,37.31,62.05,54.82,51.85,51.27,64.1,53.73,36.04,37.82,44.27,30.93,35.23,31.12,49.75,51.81,60.94,50,51.81,46.94,1,210,1>2,230,1>2>3,590
2025-04-30,大村,10,36,50,46,37,27,40,52.5,54.2,52,52.3,51,53.1,0.15,0.16,0.16,0.13,0.14,0.15,3,1,4,3,1,4,0,0,0,0,0,0,0,0,1,1,0,0,6.25,5.03,6.37,6.85,3.85,5.67,43.43,34.38,42.06,46.36,14.94,41.38,6.57,4.94,6.02,7.5,3.17,5.8,50,35.63,40.28,58.04,14.56,40.6,32.83,34.69,38.54,27.14,34.16,41.58,50.51,42.35,52.68,45.23,51.98,59.47,27.98,34.02,29.08,33.68,33.16,33.51,50.78,55.67,40.31,49.74,52.04,52.13,4,330,4>2,3010,4>2>6,8750
2025-04-30,大村,11,32,40,46,42,43,40,52,51.5,52.3,51.5,52,52.1,0.12,0.2,0.2,0.17,0.12,0.16,3,1,1,4,3,4,0,0,0,0,0,0,0,0,0,0,1,0,6.32,4.31,4.38,6.66,6.82,4.94,44.23,23.42,18,46.67,49.09,31.01,7.13,4.37,4.92,6.24,7.01,6.05,57.8,24.05,28.26,41.61,55.35,45.61,33.85,33.5,33.68,40.1,38.17,31.96,55.73,46.7,48.42,56.77,51.08,46.91,29.02,23.47,27.84,31.09,37.76,27.53,44.04,38.27,47.42,47.15,56.12,42.7,1,100,1>2,310,1>2>5,1220
2025-04-30,大村,12,25,49,20,39,57,36,52.3,52,47,52.2,52.6,54.1,0.15,0.17,0.18,0.16,0.17,0.15,1,4,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.44,5.82,2.71,5.07,5.18,4.57,26.92,38.79,8.82,29.03,32.08,29.91,5.36,6.38,2.38,5.05,5.41,4.46,35.71,47.86,9.43,30.1,29.51,26.36,28.42,37.06,40.2,36.13,32.81,38.54,50.53,59.39,55.88,55.5,48.96,60.98,30.77,30,31.28,35.38,32.14,24.87,46.15,44.74,49.23,52.82,46.94,44.44,2,270,2>4,1100,2>4>1,2430
2025-04-30,宮島,1,27,28,38,55,33,25,52.1,52.6,54.4,50.5,57.7,52.9,0.18,0.17,0.18,0.16,0.19,0.33,4,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,6.19,4.9,5.15,4.86,4.36,1.08,40.35,33.98,29.66,26.67,20.95,0,6.01,4.15,5.04,5.28,0,1,40.2,22.38,32.26,36.67,0,0,42.42,40.15,39.31,31.62,30.15,44.78,62.12,58.33,64.14,51.47,41.91,56.72,34.06,39.29,40.87,29.01,32.28,32.31,52.17,55,57.39,41.22,47.47,47.69,3,670,3>4,5370,3>4>2,16660
2025-04-30,宮島,2,36,32,55,40,24,61,52.6,52.8,52,52.5,52.8,52.1,0.18,0.15,0.17,0.14,0.15,0.17,1,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.93,6.51,3.74,6.02,4.76,5.62,29.27,45.83,11.63,39.26,28.57,36.9,5.57,6.09,4.35,6.78,3.68,5.65,41.98,43.2,22.83,50.78,18.7,35,36.69,36.3,34.75,36.07,35.11,35.42,55.4,54.81,54.61,54.92,54.96,53.47,43.22,28.46,29.05,44.72,33.33,28.99,54.24,44.62,45.27,60.98,49.66,44.93,2,260,2>4,850,2>4>1,1780
2025-04-30,宮島,3,25,36,39,30,38,22,52.7,53,53.5,52.9,52.6,52,0.13,0.18,0.15,0.17,0.13,0.33,1,1,4,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,5.88,5.01,6.53,4.18,6.4,1.31,39.29,31.62,49.25,21.92,43.09,0,5.28,4.76,6.15,3.96,6.19,1.1,31.8,24.14,41.91,21.28,43.55,0,38.52,33.33,38.3,33.57,33.08,37.96,52.59,51.45,54.61,48.25,50.77,53.28,32.87,33.57,35.76,43.38,30.52,28.77,52.45,53.15,54.55,59.56,50,45.21,1,240,1>3,350,1>3>5,660
2025-04-30,宮島,4,38,57,41,43,58,53,52.3,52.5,51,52.8,51.5,51.5,0.15,0.17,0.15,0.19,0.18,0.15,4,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,6.28,3.64,4.36,3.65,4.66,4.88,42.86,15.66,17.02,14.81,24.56,29.55,6.15,4.2,4.78,4.38,4.8,5.55,45.83,20,20.55,20.62,26.42,33.33,39.1,35.29,34.75,39.57,33.59,38.46,57.89,50,53.39,54.68,51.56,59.23,29.1,44.8,39.13,40.85,37.32,31.19,50.75,56,60,61.97,53.52,44.04,1,100,1>2,340,1>2>3,940
2025-04-30,宮島,5,37,57,39,51,42,58,53,51.5,52.5,56.8,52.5,54.4,0.16,0.16,0.15,0.19,0.12,0.16,4,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,6.31,4.41,5.09,3.47,7.56,4.21,46.39,24.47,32.85,10.26,59.26,18.45,5.22,3.36,4.96,4.77,8.47,5.2,38.89,14.29,32.35,28.05,79.17,32.5,35.77,34.75,37.78,36.15,37.04,38.19,51.82,52.48,57.04,49.23,53.33,55.56,46.77,32.89,29.73,40.4,35.51,39.74,60.48,49.34,43.24,57.62,51.45,49.67,1,130,1>5,260,1>5>3,590
2025-04-30,宮島,6,55,57,40,35,34,22,50.5,52.9,53,51,52.2,51.5,0.16,0.16,0.13,0.16,0.15,0.18,1,1,3,1,3,2,0,0,0,0,0,0,0,1,1,0,0,0,4.86,3.6,6.02,4.66,7.19,2.2,26.67,20,33.33,22.32,51.49,6.67,5.28,4.43,6.22,5.61,7.39,1.4,36.67,26.83,41.76,39.08,56.35,0,31.62,33.33,46.1,38.24,33.83,35.77,51.47,50.39,63.12,58.82,50.38,49.64,29.01,31.43,33.99,30.58,29.8,34.84,41.22,45.71,49.02,42.15,49.67,52.26,1,220,1>3,360,1>3>5,620
2025-04-30,宮島,7,33,27,24,24,19,63,57.7,52.5,52.3,52.8,53.7,57.9,0.19,0.13,0.16,0.15,0.22,0.17,1,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,4.36,6.85,5.61,4.76,1.36,3.81,20.95,54.17,33.04,28.57,0,16.67,0,6.87,5.43,3.68,1.5,4.96,0,52.17,31.76,18.7,0,32.84,30.15,32.59,34.85,35.11,37.31,32.81,41.91,46.67,56.82,54.96,48.51,44.53,32.28,45.45,35.71,33.33,43.26,39.86,47.47,58.04,49.35,49.66,62.41,58.04,3,300,3>2,800,3>2>4,1230
2025-04-30,宮島,8,31,30,62,32,25,55,55.1,52.9,55.8,52,52.9,52,0.14,0.17,0.18,0.16,0.33,0.17,1,1,1,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,5.51,4.18,5.05,7.11,1.08,3.74,31.4,21.92,32.89,51.77,0,11.63,5.7,3.96,6.53,7.04,1,4.35,42.86,21.28,51.9,53.51,0,22.83,35.38,33.57,35.21,36.13,44.78,34.75,49.23,48.25,50,51.26,56.72,54.61,35.82,43.38,38.36,39.38,32.31,29.05,53.73,59.56,52.05,59.38,47.69,45.27,3,780,3>4,1280,3>4>2,4960
2025-04-30,宮島,9,43,27,61,52,22,52,52.9,52,52,52.9,51.5,51,0.19,0.18,0.17,0.16,0.33,0.16,1,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3.65,6.19,5.62,4.51,1.31,4.5,14.81,40.35,36.9,26.92,0,23.08,4.38,6.01,5.65,4.48,1.1,4.65,20.62,40.2,35,23.81,0,27.55,39.57,42.42,35.42,33.09,37.96,35.34,54.68,62.12,53.47,52.52,53.28,53.38,40.85,34.06,28.99,34.01,28.77,34.84,61.97,52.17,44.93,49.66,45.21,54.19,6,1400,6>3,9800,6>3>2,22860
2025-04-30,宮島,10,42,58,58,36,28,36,52.2,54.4,51.5,52.6,52.6,53,0.14,0.16,0.18,0.18,0.17,0.18,4,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,6.28,4.21,4.66,4.93,4.9,5.01,46.36,18.45,24.56,29.27,33.98,31.62,6.02,5.2,4.8,5.57,4.15,4.76,40.94,32.5,26.42,41.98,22.38,24.14,33.82,38.19,33.59,36.69,40.15,33.33,52.94,55.56,51.56,55.4,58.33,51.45,37.61,39.74,37.32,43.22,39.29,33.57,60.68,49.67,53.52,54.24,55,53.15,1,100,1>3,250,1>3>6,2970
2025-04-30,宮島,11,56,53,40,40,38,39,52,51.5,52.5,53,54.4,53.5,0.14,0.15,0.14,0.13,0.18,0.15,3,1,4,3,1,4,0,0,0,0,0,0,0,1,0,1,0,0,6.06,4.88,6.02,6.02,5.15,6.53,38.05,29.55,39.26,33.33,29.66,49.25,6.59,5.55,6.78,6.22,5.04,6.15,51.38,33.33,50.78,41.76,32.26,41.91,33.57,38.46,36.07,46.1,39.31,38.3,48.25,59.23,54.92,63.12,64.14,54.61,37.42,31.19,44.72,33.99,40.87,35.76,61.35,44.04,60.98,49.02,57.39,54.55,4,700,4>1,2150,4>1>5,12170
2025-04-30,宮島,12,42,38,34,32,32,27,52.5,52.6,52.2,52.8,52,52.5,0.12,0.13,0.15,0.15,0.16,0.13,3,3,3,3,4,3,0,0,0,0,0,0,0,1,0,0,0,1,7.56,6.4,7.19,6.51,7.11,6.85,59.26,43.09,51.49,45.83,51.77,54.17,8.47,6.19,7.39,6.09,7.04,6.87,79.17,43.55,56.35,43.2,53.51,52.17,37.04,33.08,33.83,36.3,36.13,32.59,53.33,50.77,50.38,54.81,51.26,46.67,35.51,30.52,29.8,28.46,39.38,45.45,51.45,50,49.67,44.62,59.38,58.04,1,100,1>3,260,1>3>4,700
